species,genus,species_1,family,order,C,S,R,CSR
Brachypodium distachyon,Brachypodium,distachyon,Poaceae,Poales,1.72,56.32,41.96,SR
Brachypodium phoenicoides,Brachypodium,phoenicoides,Poaceae,Poales,18.27,63.25,18.48,S/CSR
Brachypodium sylvaticum,Brachypodium,sylvaticum,Poaceae,Poales,26.34,21.41,52.25,R/CSR
Briza media,Briza,media,Poaceae,Poales,22.11,27.17,50.72,R/CSR
Bromus arvensis,Bromus,arvensis,Poaceae,Poales,26.21,45.22,28.57,S/CSR
Bromus commutatus,Bromus,commutatus,Poaceae,Poales,26.55,29.3,44.15,R/CSR
Bromus diandrus,Bromus,diandrus,Poaceae,Poales,22.73,38.9,38.37,SR/CSR
Bromus erectus,Bromus,erectus,Poaceae,Poales,11.81,64.39,23.8,S/SR
Bromus hordeaceus,Bromus,hordeaceus,Poaceae,Poales,17.4,47.03,35.57,SR/CSR
Bromus inermis,Bromus,inermis,Poaceae,Poales,37.28,38.8,23.93,CS/CSR
Bromus japonicus,Bromus,japonicus,Poaceae,Poales,13.35,54.84,31.81,S/CSR
Bromus kalmii,Bromus,kalmii,Poaceae,Poales,16.38,55.37,28.25,S/CSR
Bromus lanceolatus,Bromus,lanceolatus,Poaceae,Poales,4.53,43.75,51.71,SR
Bromus madritensis,Bromus,madritensis,Poaceae,Poales,8.04,31.12,60.84,R/SR
Bromus racemosus,Bromus,racemosus,Poaceae,Poales,44.96,6.7,48.34,CR
Bromus secalinus,Bromus,secalinus,Poaceae,Poales,31.9,42.41,25.68,CSR
Bromus squarrosus,Bromus,squarrosus,Poaceae,Poales,35.52,16.43,48.05,CR/CSR
Bromus sterilis,Bromus,sterilis,Poaceae,Poales,15.99,40.1,43.91,SR/CSR
Carex acuta,Carex,acuta,Cyperaceae,Poales,36.43,51.16,12.41,CS/CSR
Carex acutiformis,Carex,acutiformis,Cyperaceae,Poales,51.92,25.8,22.27,C/CSR
Carex aquatilis,Carex,aquatilis,Cyperaceae,Poales,31.14,65.29,3.57,S/CS
Carex arenaria,Carex,arenaria,Cyperaceae,Poales,22.67,55.03,22.3,S/CSR
Carex brevior,Carex,brevior,Cyperaceae,Poales,12.57,57.5,29.93,S/CSR
Carex brizoides,Carex,brizoides,Cyperaceae,Poales,19.71,52.51,27.79,S/CSR
Carex buxbaumii,Carex,buxbaumii,Cyperaceae,Poales,51.33,42.83,5.84,CS
Carex caryophyllea,Carex,caryophyllea,Cyperaceae,Poales,7.96,68.96,23.09,S/SR
Carex cherokeensis,Carex,cherokeensis,Cyperaceae,Poales,25.32,32.48,42.2,CSR
Carex distans,Carex,distans,Cyperaceae,Poales,12.2,55.71,32.09,S/CSR
Carex divulsa,Carex,divulsa,Cyperaceae,Poales,15.92,47.2,36.87,SR/CSR
Carex extensa,Carex,extensa,Cyperaceae,Poales,7.8,92.2,0,S
Carex flacca,Carex,flacca,Cyperaceae,Poales,33.26,56.58,10.16,S/CSR
Carex foenea,Carex,foenea,Cyperaceae,Poales,14.26,51.61,34.13,SR/CSR
Carex hirta,Carex,hirta,Cyperaceae,Poales,19.67,20.34,59.99,R/CSR
Carex nigra,Carex,nigra,Cyperaceae,Poales,15.63,60.95,23.43,S/CSR
Carex pallescens,Carex,pallescens,Cyperaceae,Poales,31.54,28.07,40.39,CSR
Carex panicea,Carex,panicea,Cyperaceae,Poales,12.14,58.86,29,S/CSR
Carex pilulifera,Carex,pilulifera,Cyperaceae,Poales,13.81,48.54,37.65,SR/CSR
Carex punctata,Carex,punctata,Cyperaceae,Poales,18.09,43.09,38.81,SR/CSR
Carex rostrata,Carex,rostrata,Cyperaceae,Poales,38.95,39.74,21.31,CS/CSR
Carex spicata,Carex,spicata,Cyperaceae,Poales,15.91,27.8,56.29,R/CSR
Carex sylvatica,Carex,sylvatica,Cyperaceae,Poales,38.39,23.04,38.57,CR/CSR
Carex vulpinoidea,Carex,vulpinoidea,Cyperaceae,Poales,16.93,52.98,30.09,S/CSR
Carlina acaulis,Carlina,acaulis,Asteraceae,Asterales,44.45,18.86,36.69,CR/CSR
Carlina vulgaris,Carlina,vulgaris,Asteraceae,Asterales,58.72,0,41.28,CR
Catabrosa aquatica,Catabrosa,aquatica,Poaceae,Poales,6.31,0,93.69,R
Cenchrus longispinus,Cenchrus,longispinus,Poaceae,Poales,17.21,50.72,32.07,S/CSR
Cladium mariscus,Cladium,mariscus,Cyperaceae,Poales,54.61,45.39,0,CS
Corynephorus canescens,Corynephorus,canescens,Poaceae,Poales,0.75,74.89,24.36,S/SR
Cynodon dactylon,Cynodon,dactylon,Poaceae,Poales,11.97,41.52,46.51,SR/CSR
Cynosurus cristatus,Cynosurus,cristatus,Poaceae,Poales,15.05,42.12,42.83,SR/CSR
Cyperus difformis,Cyperus,difformis,Cyperaceae,Poales,32.75,0,67.25,R/CR
Cyperus fuscus,Cyperus,fuscus,Cyperaceae,Poales,10.82,0,89.18,R
Cyperus longus,Cyperus,longus,Cyperaceae,Poales,30.45,29.99,39.56,CSR
Dactylis glomerata,Dactylis,glomerata,Poaceae,Poales,43.7,27.94,28.36,CSR
Danthonia decumbens,Danthonia,decumbens,Poaceae,Poales,13.23,76.03,10.74,S/CS
Danthonia spicata,Danthonia,spicata,Poaceae,Poales,18.64,77.19,4.17,S/CS
Deschampsia cespitosa,Deschampsia,cespitosa,Poaceae,Poales,13.46,66.47,20.07,S/SR
Deschampsia flexuosa,Deschampsia,flexuosa,Poaceae,Poales,1.66,68.15,30.18,S/SR
Deschampsia setacea,Deschampsia,setacea,Poaceae,Poales,0,71.04,28.96,S/SR
Digitaria ischaemum,Digitaria,ischaemum,Poaceae,Poales,9.51,3.65,86.84,R
Digitaria sanguinalis,Digitaria,sanguinalis,Poaceae,Poales,38.73,0,61.27,CR
Eleocharis acicularis,Eleocharis,acicularis,Cyperaceae,Poales,0,0,100,R
Eleocharis obtusa,Eleocharis,obtusa,Cyperaceae,Poales,23.09,38.87,38.04,SR/CSR
Eleocharis palustris,Eleocharis,palustris,Cyperaceae,Poales,45.68,0,54.32,CR
Eleusine indica,Eleusine,indica,Poaceae,Poales,15.72,33.96,50.32,SR/CSR
Elymus canadensis,Elymus,canadensis,Poaceae,Poales,28.08,50.03,21.89,S/CSR
Elymus elymoides,Elymus,elymoides,Poaceae,Poales,15.4,67.26,17.35,S/SR
Elymus farctus,Elymus,farctus,Poaceae,Poales,18.96,76.01,5.03,S/CS
Elymus repens,Elymus,repens,Poaceae,Poales,30.98,36.28,32.74,CSR
Elymus smithii,Elymus,smithii,Poaceae,Poales,22.27,67.23,10.5,S/CS
Elymus trachycaulus,Elymus,trachycaulus,Poaceae,Poales,12.9,48.15,38.95,SR/CSR
Eragrostis mexicana,Eragrostis,mexicana,Poaceae,Poales,12.82,36.26,50.92,SR/CSR
Eragrostis minor,Eragrostis,minor,Poaceae,Poales,19.99,27.54,52.47,R/CSR
Eragrostis pectinacea,Eragrostis,pectinacea,Poaceae,Poales,21.49,48,30.51,S/CSR
Eragrostis spectabilis,Eragrostis,spectabilis,Poaceae,Poales,14.32,65.53,20.15,S/SR
Eustachys paspaloides,Eustachys,paspaloides,Poaceae,Poales,11.93,22.88,65.19,R/SR
Festuca arizonica,Festuca,arizonica,Poaceae,Poales,6.42,77.69,15.9,S/SR
Festuca arundinacea,Festuca,arundinacea,Poaceae,Poales,38.4,24.01,37.59,CR/CSR
Festuca gigantea,Festuca,gigantea,Poaceae,Poales,42.45,19.79,37.76,CR/CSR
Festuca ovina,Festuca,ovina,Poaceae,Poales,1.91,73.32,24.77,S/SR
Festuca rubra,Festuca,rubra,Poaceae,Poales,10.41,35.7,53.89,SR
Festuca rupicola,Festuca,rupicola,Poaceae,Poales,7.17,78.47,14.35,S/SR
Glyceria fluitans,Glyceria,fluitans,Poaceae,Poales,20.39,35.82,43.79,SR/CSR
Hierochloe odorata,Hierochloe,odorata,Poaceae,Poales,0.86,18.28,80.86,R/SR
Holcus lanatus,Holcus,lanatus,Poaceae,Poales,20.06,28.82,51.13,R/CSR
Holcus mollis,Holcus,mollis,Poaceae,Poales,24.03,21.53,54.43,R/CSR
Hordeum distichon,Hordeum,distichon,Poaceae,Poales,44.05,5.6,50.34,CR
Hordeum marinum,Hordeum,marinum,Poaceae,Poales,1.09,30.58,68.33,R/SR
Hordeum murinum,Hordeum,murinum,Poaceae,Poales,19.47,26.05,54.48,R/CSR
Hordeum vulgare,Hordeum,vulgare,Poaceae,Poales,52.1,6.74,41.17,CR
Ischaemum afrum,Ischaemum,afrum,Poaceae,Poales,14.91,76.86,8.23,S/CS
Juncus articulatus,Juncus,articulatus,Juncaceae,Poales,15.8,64.95,19.25,S/CSR
Juncus castaneus,Juncus,castaneus,Juncaceae,Poales,13.42,61.19,25.39,S/CSR
Juncus conglomeratus,Juncus,conglomeratus,Juncaceae,Poales,19.93,80.07,0,S/CS
Juncus effusus,Juncus,effusus,Juncaceae,Poales,38.48,61.52,0,CS
Juncus filiformis,Juncus,filiformis,Juncaceae,Poales,23.03,76.8,0.18,S/CS
Juncus inflexus,Juncus,inflexus,Juncaceae,Poales,32.56,67.44,0,S/CS
Juncus maritimus,Juncus,maritimus,Juncaceae,Poales,25.91,74.09,0,S/CS
Juncus squarrosus,Juncus,squarrosus,Juncaceae,Poales,3.88,96.12,0,S
Juncus subnodulosus,Juncus,subnodulosus,Juncaceae,Poales,71.54,28.46,0,C/CS
Juncus tenuis,Juncus,tenuis,Juncaceae,Poales,6.68,65.77,27.55,S/SR
Koeleria macrantha,Koeleria,macrantha,Poaceae,Poales,14.21,72.85,12.95,S/CS
Lagurus ovatus,Lagurus,ovatus,Poaceae,Poales,14.58,16.73,68.69,R/SR
Lolium perenne,Lolium,perenne,Poaceae,Poales,21.68,0,78.32,R/CR
Lolium remotum,Lolium,remotum,Poaceae,Poales,43.54,2.64,53.82,CR
Lolium rigidum,Lolium,rigidum,Poaceae,Poales,8.71,44.96,46.33,SR
Lolium temulentum,Lolium,temulentum,Poaceae,Poales,32.91,27.42,39.67,CSR
Luzula campestris,Luzula,campestris,Juncaceae,Poales,15.74,47.86,36.4,SR/CSR
Luzula forsteri,Luzula,forsteri,Juncaceae,Poales,14.04,47.33,38.63,SR/CSR
Luzula multiflora,Luzula,multiflora,Juncaceae,Poales,9.74,47.32,42.94,SR
Melica ciliata,Melica,ciliata,Poaceae,Poales,15.09,62.52,22.39,S/CSR
Melinis minutiflora,Melinis,minutiflora,Poaceae,Poales,26.4,55.29,18.3,S/CSR
Melinis repens,Melinis,repens,Poaceae,Poales,20.43,51.05,28.53,S/CSR
Micropyrum tenellum,Micropyrum,tenellum,Poaceae,Poales,0.97,29.08,69.95,R/SR
Milium effusum,Milium,effusum,Poaceae,Poales,34.25,16.12,49.63,CR/CSR
Molinia caerulea,Molinia,caerulea,Poaceae,Poales,15.69,65.27,19.04,S/SR
Muhlenbergia schreberi,Muhlenbergia,schreberi,Poaceae,Poales,5,52.7,42.3,SR
Nardus stricta,Nardus,stricta,Poaceae,Poales,4.77,90.52,4.71,S
Oryza sativa,Oryza,sativa,Poaceae,Poales,37.88,37.13,24.99,CS/CSR
Panicum capillare,Panicum,capillare,Poaceae,Poales,31.14,46.3,22.56,S/CSR
Panicum dichotomiflorum,Panicum,dichotomiflorum,Poaceae,Poales,61.28,14.56,24.15,C/CSR
Parapholis strigosa,Parapholis,strigosa,Poaceae,Poales,0,54.95,45.05,SR
Paspalum dilatatum,Paspalum,dilatatum,Poaceae,Poales,33.68,26.06,40.26,CSR
Paspalum floridanum,Paspalum,floridanum,Poaceae,Poales,4.47,73.27,22.26,S/SR
Phalaris arundinacea,Phalaris,arundinacea,Poaceae,Poales,35.72,35.61,28.66,CSR
Phalaris canariensis,Phalaris,canariensis,Poaceae,Poales,42.51,25.96,31.53,CSR
Phleum alpinum,Phleum,alpinum,Poaceae,Poales,9.72,65.65,24.63,S/SR
Phleum arenarium,Phleum,arenarium,Poaceae,Poales,5.49,75.15,19.37,S/SR
Phleum phleoides,Phleum,phleoides,Poaceae,Poales,11.04,66.04,22.91,S/SR
Phleum pratense,Phleum,pratense,Poaceae,Poales,26.86,30.95,42.19,CSR
Phragmites australis,Phragmites,australis,Poaceae,Poales,39.41,37.8,22.79,CS/CSR
Piptatherum miliaceum,Piptatherum,miliaceum,Poaceae,Poales,19.64,36.68,43.67,SR/CSR
Poa annua,Poa,annua,Poaceae,Poales,8.18,3.42,88.4,R
Poa bulbosa,Poa,bulbosa,Poaceae,Poales,0,39.64,60.36,SR
Poa compressa,Poa,compressa,Poaceae,Poales,11.43,60.1,28.48,S/CSR
Poa glauca,Poa,glauca,Poaceae,Poales,9.26,47.35,43.39,SR
Poa nemoralis,Poa,nemoralis,Poaceae,Poales,6.93,32.43,60.64,R/SR
Poa palustris,Poa,palustris,Poaceae,Poales,12.99,49.62,37.39,SR/CSR
Poa pratensis,Poa,pratensis,Poaceae,Poales,12.36,0,87.64,R
Poa trivialis,Poa,trivialis,Poaceae,Poales,32.22,35.59,32.19,CSR
Puccinellia distans,Puccinellia,distans,Poaceae,Poales,12.33,16.14,71.53,R/SR
Puccinellia maritima,Puccinellia,maritima,Poaceae,Poales,0,39.45,60.55,SR
Rhynchospora tenuis,Rhynchospora,tenuis,Cyperaceae,Poales,3.55,95.88,0.57,S
Saccharum officinarum,Saccharum,officinarum,Poaceae,Poales,68.89,23.41,7.7,C/CS
Schizachyrium scoparium,Schizachyrium,scoparium,Poaceae,Poales,15.86,58.76,25.37,S/CSR
Schoenus ferrugineus,Schoenus,ferrugineus,Cyperaceae,Poales,7.68,92.32,0,S
Scirpoides holoschoenus,Scirpoides,holoschoenus,Cyperaceae,Poales,18.56,81.44,0,S/CS
Setaria faberi,Setaria,faberi,Poaceae,Poales,35.73,38.02,26.25,CSR
Setaria italica,Setaria,italica,Poaceae,Poales,53.38,16.29,30.33,C/CSR
Setaria pumila,Setaria,pumila,Poaceae,Poales,33.93,21.28,44.79,CR/CSR
Setaria sphacelata,Setaria,sphacelata,Poaceae,Poales,31.32,44.94,23.74,S/CSR
Setaria verticillata,Setaria,verticillata,Poaceae,Poales,25.23,33.17,41.6,CSR
Setaria viridis,Setaria,viridis,Poaceae,Poales,27.3,38.97,33.73,CSR
Sorghastrum nutans,Sorghastrum,nutans,Poaceae,Poales,23.81,58.88,17.31,S/CSR
Sorghum bicolor,Sorghum,bicolor,Poaceae,Poales,58.42,26.48,15.1,C/CSR
Sorghum halepense,Sorghum,halepense,Poaceae,Poales,56.86,18.98,24.16,C/CSR
Spartina anglica,Spartina,anglica,Poaceae,Poales,34.05,65.95,0,S/CS
Spartina versicolor,Spartina,versicolor,Poaceae,Poales,30.1,68.46,1.44,S/CS
Sporobolus vaginiflorus,Sporobolus,vaginiflorus,Poaceae,Poales,1.78,53.01,45.21,SR
Sporobolus virginicus,Sporobolus,virginicus,Poaceae,Poales,12.37,67.45,20.18,S/SR
Stipa comata,Stipa,comata,Poaceae,Poales,4.78,95.22,0,S
Stipa spartea,Stipa,spartea,Poaceae,Poales,26.5,73.5,0,S/CS
Themeda triandra,Themeda,triandra,Poaceae,Poales,19.48,67.53,12.99,S/CS
Trachypogon spicatus,Trachypogon,spicatus,Poaceae,Poales,7.6,92.4,0,S
Tridens flavus,Tridens,flavus,Poaceae,Poales,17.5,75.17,7.33,S/CS
Trisetum flavescens,Trisetum,flavescens,Poaceae,Poales,12.56,52.43,35.01,SR/CSR
Triticum aestivum,Triticum,aestivum,Poaceae,Poales,39.28,22.81,37.91,CR/CSR
Vulpia ciliata,Vulpia,ciliata,Poaceae,Poales,0.26,52.49,47.25,SR
Vulpia myuros,Vulpia,myuros,Poaceae,Poales,9.42,42.78,47.8,SR
Zea mays,Zea,mays,Poaceae,Poales,82.97,8.61,8.41,C
Cayaponia granatensis,Cayaponia,granatensis,Cucurbitaceae,Cucurbitales,67.69,24.59,7.72,C/CS
Galactia volubilis,Galactia,volubilis,Fabaceae,Fabales,8.24,83.27,8.5,S
Mendoncia gracilis,Mendoncia,gracilis,Acanthaceae,Lamiales,51.56,24.31,24.12,C/CSR
Persicaria sagittata,Persicaria,sagittata,Polygonaceae,Caryophyllales,11.2,56.2,32.61,S/CSR
Fallopia scandens,Fallopia,scandens,Polygonaceae,Caryophyllales,12.03,2.39,85.58,R
Rhynchosia elegans,Rhynchosia,elegans,Fabaceae,Fabales,36.61,18.26,45.12,CR/CSR
Smilax lasioneura,Smilax,lasioneura,Smilacaceae,Liliales,40.46,23.18,36.36,CR/CSR
Solanum lanceifolium,Solanum,lanceifolium,Solanaceae,Solanales,57.04,29.57,13.39,C/CSR
Vicia pulchella,Vicia,pulchella,Fabaceae,Fabales,21.59,24.35,54.06,R/CSR
Aristolochia clematitis,Aristolochia,clematitis,Aristolochiaceae,Piperales,55.58,28.91,15.51,C/CSR
Bryonia alba,Bryonia,alba,Cucurbitaceae,Cucurbitales,55.93,1.28,42.78,CR
Calystegia sepium,Calystegia,sepium,Convolvulaceae,Solanales,44.85,8.12,47.03,CR
Cucurbita pepo,Cucurbita,pepo,Cucurbitaceae,Cucurbitales,86.3,0,13.7,C
Fallopia dumetorum,Fallopia,dumetorum,Polygonaceae,Caryophyllales,33.31,19.95,46.74,CR/CSR
Galium verum,Galium,verum,Rubiaceae,Gentianales,1.28,71.83,26.89,S/SR
Lathyrus cicera,Lathyrus,cicera,Fabaceae,Fabales,20.4,42.18,37.42,SR/CSR
Lathyrus odoratus,Lathyrus,odoratus,Fabaceae,Fabales,38.27,19.71,42.02,CR/CSR
Lathyrus palustris,Lathyrus,palustris,Fabaceae,Fabales,44.15,1.11,54.74,CR
Lathyrus tuberosus,Lathyrus,tuberosus,Fabaceae,Fabales,15.08,21.51,63.41,R/CSR
Lysimachia nummularia,Lysimachia,nummularia,Primulaceae,Ericales,12.48,32.16,55.36,R/CSR
Phaseolus vulgaris,Phaseolus,vulgaris,Fabaceae,Fabales,57.66,19.44,22.89,C/CSR
Tropaeolum majus,Tropaeolum,majus,Tropaeolaceae,Brassicales,58.23,0,41.77,CR
Vicia articulata,Vicia,articulata,Fabaceae,Fabales,27.32,1.97,70.71,R/CR
Vicia ervilia,Vicia,ervilia,Fabaceae,Fabales,26.31,13.64,60.05,R/CSR
Vicia faba,Vicia,faba,Fabaceae,Fabales,65.46,0,34.54,C/CR
Vicia grandiflora,Vicia,grandiflora,Fabaceae,Fabales,13.12,34.8,52.08,SR/CSR
Vicia sativa,Vicia,sativa,Fabaceae,Fabales,11.14,44.73,44.13,SR/CSR
Abuta racemosa,Abuta,racemosa,Menispermaceae,Ranunculales,29.59,63.12,7.28,S/CS
Aegiphila cephalophora,Aegiphila,cephalophora,Lamiaceae,Lamiales,42.2,29.94,27.86,CSR
Aegiphila elata,Aegiphila,elata,Lamiaceae,Lamiales,55.2,34.78,10.02,CS
Fridericia candicans,Fridericia,candicans,Bignoniaceae,Lamiales,64.61,27.78,7.61,C/CS
Arrabidaea florida,Arrabidaea,florida,Bignoniaceae,Lamiales,50.24,33.23,16.53,CS/CSR
Arrabidaea verrucosa,Arrabidaea,verrucosa,Bignoniaceae,Lamiales,52.11,35.8,12.08,CS/CSR
Berchemia scandens,Berchemia,scandens,Rhamnaceae,Rosales,11.09,80.47,8.44,S
Callichlamys latifolia,Callichlamys,latifolia,Bignoniaceae,Lamiales,63.63,20.66,15.71,C/CSR
Coccoloba excelsa,Coccoloba,excelsa,Polygonaceae,Caryophyllales,50.57,44.17,5.26,CS
Combretum laxum,Combretum,laxum,Combretaceae,Myrtales,40.75,59.25,0,CS
Connarus turczaninowii,Connarus,turczaninowii,Connaraceae,Oxalidales,52.36,45.01,2.63,CS
Bignonia aequinoctialis,Bignonia,aequinoctialis,Bignoniaceae,Lamiales,46.11,51.14,2.74,CS
Gonolobus niger,Gonolobus,niger,Apocynaceae,Gentianales,29.49,37.44,33.07,CSR
Davilla nitida,Davilla,nitida,Dilleniaceae,Dilleniales,39.35,48.7,11.95,CS/CSR
Doliocarpus olivaceus,Doliocarpus,olivaceus,Dilleniaceae,Dilleniales,50.47,40,9.52,CS
Forsteronia acouci,Forsteronia,acouci,Apocynaceae,Gentianales,55.05,37.54,7.42,CS
Hiraea faginea,Hiraea,faginea,Malpighiaceae,Malpighiales,42.61,41.53,15.85,CS/CSR
Hiraea grandifolia,Hiraea,grandifolia,Malpighiaceae,Malpighiales,60.85,32.9,6.25,C/CS
Hiraea reclinata,Hiraea,reclinata,Malpighiaceae,Malpighiales,46.57,41.08,12.35,CS/CSR
Hiraea smilacina,Hiraea,smilacina,Malpighiaceae,Malpighiales,50.12,31.5,18.39,C/CSR
Justicia graciliflora,Justicia,graciliflora,Acanthaceae,Lamiales,47.73,20.15,32.12,C/CSR
Lonicera implexa,Lonicera,implexa,Caprifoliaceae,Dipsacales,20.74,79.26,0,S/CS
Machaerium kegelii,Machaerium,kegelii,Fabaceae,Fabales,64.61,35.39,0,C/CS
Machaerium seemannii,Machaerium,seemannii,Fabaceae,Fabales,37.74,45.95,16.31,CS/CSR
Maripa panamensis,Maripa,panamensis,Convolvulaceae,Solanales,51.52,39.74,8.74,CS
Martinella obovata,Martinella,obovata,Bignoniaceae,Lamiales,61.67,31.31,7.02,C/CS
Omphalea diandra,Omphalea,diandra,Euphorbiaceae,Malpighiales,71.34,21.31,7.34,C/CS
Paullinia baileyi,Paullinia,baileyi,Sapindaceae,Sapindales,73.23,16.36,10.42,C/CS
Paullinia fibrigera,Paullinia,fibrigera,Sapindaceae,Sapindales,52.39,45.23,2.39,CS
Paullinia rugosa,Paullinia,rugosa,Sapindaceae,Sapindales,74.44,20.25,5.31,C/CS
Paullinia turbacensis,Paullinia,turbacensis,Sapindaceae,Sapindales,54.13,31.62,14.25,C/CSR
Philodendron cordatum,Philodendron,cordatum,Araceae,Alismatales,39.22,0,60.78,CR
Piper multiplinervium,Piper,multiplinervium,Piperaceae,Piperales,63.27,4.51,32.22,C/CR
Pleonotoma variabilis,Pleonotoma,variabilis,Bignoniaceae,Lamiales,59.13,31.45,9.42,C/CS
Pueraria montana,Pueraria,montana,Fabaceae,Fabales,61.86,20.48,17.66,C/CSR
Rhynchosia pyramidalis,Rhynchosia,pyramidalis,Fabaceae,Fabales,47.25,30.83,21.92,C/CSR
Rubia peregrina,Rubia,peregrina,Rubiaceae,Gentianales,12.61,52.7,34.69,SR/CSR
Serjania circumvallata,Serjania,circumvallata,Sapindaceae,Sapindales,65,23.54,11.46,C/CS
Serjania mexicana,Serjania,mexicana,Sapindaceae,Sapindales,60.14,30.33,9.54,C/CS
Serjania paucidentata,Serjania,paucidentata,Sapindaceae,Sapindales,50.83,35.52,13.65,CS/CSR
Serjania trachygona,Serjania,trachygona,Sapindaceae,Sapindales,49.94,41.47,8.59,CS
Stigmaphyllon lindenianum,Stigmaphyllon,lindenianum,Malpighiaceae,Malpighiales,59.65,0,40.35,CR
Stizophyllum inaequilaterum,Stizophyllum,inaequilaterum,Bignoniaceae,Lamiales,42.52,31.38,26.1,CSR
Strychnos panamensis,Strychnos,panamensis,Loganiaceae,Gentianales,32.47,56.59,10.94,S/CSR
Tanaecium pyramidatum,Tanaecium,pyramidatum,Bignoniaceae,Lamiales,64.71,21.76,13.52,C/CS
Tetracera hydrophila,Tetracera,hydrophila,Dilleniaceae,Dilleniales,52.6,40.5,6.9,CS
Uncaria tomentosa,Uncaria,tomentosa,Rubiaceae,Gentianales,53.81,39.83,6.35,CS
Vitis riparia,Vitis,riparia,Vitaceae,Vitales,69.04,9.82,21.14,C/CR
Bignonia corymbosa,Bignonia,corymbosa,Bignoniaceae,Lamiales,53.77,38.62,7.61,CS
Clematis alpina,Clematis,alpina,Ranunculaceae,Ranunculales,44.91,23.85,31.23,C/CSR
Clematis flammula,Clematis,flammula,Ranunculaceae,Ranunculales,41.11,24.51,34.39,CR/CSR
Clematis recta,Clematis,recta,Ranunculaceae,Ranunculales,47.28,19.03,33.69,CR/CSR
Clematis vitalba,Clematis,vitalba,Ranunculaceae,Ranunculales,58.24,4.6,37.15,CR
Clematis viticella,Clematis,viticella,Ranunculaceae,Ranunculales,59,41,0,CS
Convolvulus arvensis,Convolvulus,arvensis,Convolvulaceae,Solanales,30.58,6.67,62.74,R/CR
Doliocarpus major,Doliocarpus,major,Dilleniaceae,Dilleniales,39.24,47.72,13.04,CS/CSR
Fallopia baldschuanica,Fallopia,baldschuanica,Polygonaceae,Caryophyllales,44.39,1.8,53.82,CR
Hedera helix,Hedera,helix,Araliaceae,Apiales,36.08,13,50.93,CR/CSR
Lonicera caprifolium,Lonicera,caprifolium,Caprifoliaceae,Dipsacales,31.67,43.03,25.3,CSR
Lonicera japonica,Lonicera,japonica,Caprifoliaceae,Dipsacales,34.03,51.31,14.66,CS/CSR
Lonicera periclymenum,Lonicera,periclymenum,Caprifoliaceae,Dipsacales,12.7,72.82,14.48,S/SR
Parthenocissus quinquefolia,Parthenocissus,quinquefolia,Vitaceae,Vitales,66.23,13.06,20.71,C/CR
Parthenocissus tricuspidata,Parthenocissus,tricuspidata,Vitaceae,Vitales,55.15,31.41,13.44,C/CSR
Passiflora vitifolia,Passiflora,vitifolia,Passifloraceae,Malpighiales,50.74,17.87,31.39,C/CSR
Periploca graeca,Periploca,graeca,Apocynaceae,Gentianales,48.47,20.47,31.07,C/CSR
Petrea volubilis,Petrea,volubilis,Verbenaceae,Lamiales,48.58,43.14,8.28,CS
Vitis vinifera,Vitis,vinifera,Vitaceae,Vitales,72.51,0,27.49,C/CR
Acalypha diversifolia,Acalypha,diversifolia,Euphorbiaceae,Malpighiales,43.52,35.93,20.55,CS/CSR
Acalypha macrostachya,Acalypha,macrostachya,Euphorbiaceae,Malpighiales,67.91,11.3,20.79,C/CR
Agave virginica,Agave,virginica,Asparagaceae,Asparagales,17.27,82.73,0,S/CS
Agonandra brasiliensis,Agonandra,brasiliensis,Opiliaceae,Santalales,32.96,67.04,0,S/CS
Agoseris glauca,Agoseris,glauca,Asteraceae,Asterales,34.44,4.56,61,R/CR
Alibertia myrciifolia,Alibertia,myrciifolia,Rubiaceae,Gentianales,41.02,58.98,0,CS
Amorpha canescens,Amorpha,canescens,Fabaceae,Fabales,24.04,60.02,15.95,S/CSR
Anaxagorea javanica,Anaxagorea,javanica,Annonaceae,Magnoliales,43.43,48.59,7.99,CS
Anaxagorea panamensis,Anaxagorea,panamensis,Annonaceae,Magnoliales,37.72,45.92,16.36,CS/CSR
Andromeda polifolia,Andromeda,polifolia,Ericaceae,Ericales,2.28,97.72,0,S
Annona acuminata,Annona,acuminata,Annonaceae,Magnoliales,29.71,48.68,21.61,S/CSR
Antennaria dioica,Antennaria,dioica,Asteraceae,Asterales,1.78,79.14,19.09,S/SR
Appunia seibertii,Appunia,seibertii,Rubiaceae,Gentianales,56.06,15,28.93,C/CSR
Aralia hispida,Aralia,hispida,Araliaceae,Apiales,37.88,48.97,13.15,CS/CSR
Arctostaphylos alpina,Arctostaphylos,alpina,Ericaceae,Ericales,13.28,65.44,21.28,S/SR
Arctostaphylos uva-ursi,Arctostaphylos,uva-ursi,Ericaceae,Ericales,11.34,88.66,0,S
Ardisia bartlettii,Ardisia,bartlettii,Primulaceae,Ericales,38.63,49.93,11.44,CS/CSR
Ardisia fendleri,Ardisia,fendleri,Primulaceae,Ericales,61.29,27.7,11.01,C/CS
Ardisia kunstleri,Ardisia,kunstleri,Myrsinaceae,Ericales,48.41,50.26,1.33,CS
Artemisia maritima,Artemisia,maritima,Asteraceae,Asterales,37.73,24.5,37.77,CR/CSR
Symphyotrichum puniceum,Symphyotrichum,puniceum,Asteraceae,Asterales,35.43,40.33,24.24,CS/CSR
Betula nana,Betula,nana,Betulaceae,Fagales,2.44,85.63,11.92,S
